NAME_LABEL,MESSAGE
STR_TUTO_TITLE_023,Quests: Tracking Quests
STR_TUTO_TITLE_024,Building: Placing Objects
STR_TUTO_TITLE_025,
STR_TUTO_TITLE_026,Building: Making Furniture
STR_TUTO_TITLE_027,Building: Comfort Level
STR_TUTO_TITLE_028,Exploration: Energy Generator
STR_TUTO_TITLE_029,Exploration: Wall Jumping
STR_TUTO_TITLE_030,
STR_TUTO_TITLE_031,Combat: Strong Attacks
STR_TUTO_TITLE_032,Exploration: Falling from High Up
STR_TUTO_TITLE_033,Items: Trait Crystals
STR_TUTO_TITLE_040,Building: Base Construction
STR_TUTO_TITLE_041,Building: Place
STR_TUTO_TITLE_042,Building: Workbench
STR_TUTO_TITLE_043,Building: Energy Generator
STR_TUTO_TITLE_044,Building: Comfort Level
STR_TUTO_TITLE_045,Building: Dyes
STR_TUTO_TITLE_046,Building: Greenhouse
STR_TUTO_TITLE_047,Building: Storehouse
STR_TUTO_TITLE_048,Building: Duplication Machine
STR_TUTO_TITLE_049,Building: Mana Converter
STR_TUTO_TITLE_050,Building: Assaults
STR_TUTO_TITLE_052,Exploration: Slicing Ammo
STR_TUTO_TITLE_053,Exploration: Crouching
STR_TUTO_TITLE_054,Exploration: Time & Weather
STR_TUTO_TITLE_055,Exploration: Landmarks
STR_TUTO_TITLE_057,Exploration: Monster Swarms
STR_TUTO_TITLE_058,Exploration: Ruins
STR_TUTO_TITLE_059,Minigame: Fishing
STR_TUTO_TITLE_060,Minigame: Circuit Repair
STR_TUTO_TITLE_061,Minigame: Mana Tuning
STR_TUTO_TITLE_062,Minigame: Lock Picking
STR_TUTO_TITLE_064,Exploration: Manabound Areas and Energy
STR_TUTO_TITLE_065,Exploration: Scanning
STR_TUTO_TITLE_066,Exploration: Long-Range Scanning
STR_TUTO_TITLE_067,Exploration: Mana Geysers
STR_TUTO_TITLE_068,Exploration: Alstahlia Flowers
STR_TUTO_TITLE_069,Exploration: Camp
STR_TUTO_TITLE_070,Exploration: Atelier Functions
STR_TUTO_TITLE_071,Exploration: Procella
STR_TUTO_TITLE_072,Exploration: Gathering Stage Elements
STR_TUTO_TITLE_073,Exploration: Relic Finder
STR_TUTO_TITLE_074,Exploration: Moving Obstacles
STR_TUTO_TITLE_075,Other: Photo Mode - Moving the Camera
STR_TUTO_TITLE_076,Other: Photo Mode - Moving the Character
STR_TUTO_TITLE_077,Combat: Encounters
STR_TUTO_TITLE_078,Combat: Guarding/Evading
STR_TUTO_TITLE_079,Combat: AoE Attacks
STR_TUTO_TITLE_080,Combat: Range Shift
STR_TUTO_TITLE_081,Combat: Stun Symbols
STR_TUTO_TITLE_082,Combat: Slot Change
STR_TUTO_TITLE_083,Combat: Environmental Mana
STR_TUTO_TITLE_084,Combat: Mana Surge
STR_TUTO_TITLE_085,Combat: Mana Charge
STR_TUTO_TITLE_086,Combat: Quick Charge
STR_TUTO_TITLE_087,Combat: Maximized Mana Surge
STR_TUTO_TITLE_088,Combat: Switching
STR_TUTO_TITLE_089,Combat: Changing Tactics
STR_TUTO_TITLE_090,Combat: Fleeing
STR_TUTO_TITLE_091,Combat: Impact Ammo
STR_TUTO_TITLE_092,Building: Enhancing Equipment
STR_TUTO_TITLE_093,Simple Synthesis: Creating Items
STR_TUTO_TITLE_094,Simple Synthesis: Exploration Bag
STR_TUTO_TITLE_095,Recipe Recall: Learning Recipes
STR_TUTO_TITLE_096,Synthesis: Item Rebuilding
STR_TUTO_TITLE_097,Combat: Party/Swap
STR_TUTO_TITLE_098,Skill Tree: Learning Skills
STR_TUTO_TITLE_099,Skill Tree: Unlocking
STR_TUTO_TITLE_100,Synthesis: Elemental Slots
STR_TUTO_TITLE_101,Synthesis: Restricted Slots
STR_TUTO_TITLE_102,Synthesis: Skills
STR_TUTO_TITLE_103,Synthesis: Alchemy Core Enhancement
STR_TUTO_TITLE_104,Synthesis: Ingredient Powers
STR_TUTO_TITLE_105,
STR_TUTO_TITLE_106,Synthesis: Alchemy Cores
STR_TUTO_TITLE_107,Synthesis: Slots
STR_TUTO_TITLE_108,Synthesis: Drifting Mana
STR_TUTO_TITLE_109,Synthesis: Resonance
STR_TUTO_TITLE_110,Pioneering Effort
STR_TUTO_TITLE_111,Combat: Gear Set
STR_TUTO_TITLE_112,Trait Blending
STR_TUTO_TITLE_113,Synthesis
STR_TUTO_TITLE_114,Combat: Fighting Fierce Enemies
STR_TUTO_TITLE_115,Combat: Battle Rate
STR_TUTO_TITLE_116,Combat: Precision Counter
STR_TUTO_TITLE_117,Combat: Friend Action
STR_TUTO_TITLE_118,Trait Blending: Blending from List
STR_TUTO_TITLE_119,Recipe Recall: Particle Conversion
STR_TUTO_TITLE_120,Simple Synthesis: Materials
STR_TUTO_TITLE_121,Exploration: Investigation Squads
STR_TUTO_TITLE_122,Exploration: Scanning Rift Crystals
STR_TUTO_TITLE_123,Exploration: Seal Marks
STR_TUTO_TITLE_124,Exploration: Alstahlia Nectar
STR_TUTO_TITLE_125,Building: Material Box
STR_TUTO_TITLE_126,Building: Disassembler
STR_TUTO_TITLE_127,Synthesis: Trait Alchemy Cores
STR_TUTO_TITLE_128,Synthesis: Quality Alchemy Cores
STR_TUTO_TITLE_129,Synthesis: Element-Locked Slots
STR_TUTO_TITLE_130,Synthesis: Expansion Slots
STR_TUTO_TITLE_131,Synthesis: Reverberation Slots
STR_TUTO_TITLE_132,Synthesis: Phantom Slots
STR_TUTO_TITLE_133,Synthesis: Eternal Mana
STR_TUTO_TITLE_134,Synthesis: Condensed Mana
STR_TUTO_TITLE_135,Merchants: Bartering
STR_TUTO_TITLE_136,Exploration: Gathering
STR_TUTO_TITLE_137,Exploration: Gigantic Creatures
STR_TUTO_TITLE_138,Quests
STR_TUTO_TITLE_139,Exploration: Seal Mechanisms
STR_TUTO_TITLE_140,Exploration: Small Shrines
STR_TUTO_TITLE_141,Combat: Mana Flow
STR_TUTO_TITLE_142,Combat: Piles
STR_TUTO_TITLE_143,Combat: Wounds
STR_TUTO_TITLE_144,Combat: Throwing Daggers
STR_TUTO_TITLE_145,Exploration: Old Guide Tower
STR_TUTO_TITLE_146,Exploration: Energy
STR_TUTO_TITLE_147,Exploration: Containers
STR_TUTO_TEXT_000,"While out exploring, you may come across broken treasure chests and switches. You will need the right <CLEG>Repair Kit<CLNR> to repair them."
STR_TUTO_TEXT_001,- Using Repair Kits<CR>Use Repair Kits made via Simple Synthesis to fix things. Different kinds of Repair Kits are required for different situations.
STR_TUTO_TEXT_002,"Destinations for your adventure are registered in Quests. If multiple quests are active, you can select the one you'd like to track."
STR_TUTO_TEXT_003,"A guide to your destination can be displayed by pressing <KEY_ASSIGN_FIELD_DISP_TRACKING_ROUTE>. If there are multiple destinations, the guide will show you the way to the closest location."
STR_TUTO_TEXT_004,"While out exploring or when visiting a settlement, you may suddenly receive a new quest. Such quests are called <CLEG>Random Quests<CLNR>."
STR_TUTO_TEXT_005,"Random Quests do not affect story progress, but you can earn various rewards by completing them."
STR_TUTO_TEXT_007,"If multiple quests are active at once, you can change which quest is being tracked by going to Quests in the main menu. Tracked quests will be marked with <FIELDICONA2> on the overworld and minimap."
STR_TUTO_TEXT_010,
STR_TUTO_TEXT_011,
STR_TUTO_TEXT_012,
STR_TUTO_TEXT_013,"Holding down <KEY_ASSIGN_BATTLE_GUARD_OR_HEAL> during combat will show your Support Slots, allowing you to select and use your equipped restoratives and support items.<CR><CR>You can change the items you have equipped by going to Battle Settings in the main menu."
STR_TUTO_TEXT_014,"You can use the <CLEG>Shoot<CLNR> action while out exploring. Press <KEY_ASSIGN_FIELD_SET_UP_GUN> to ready your gun, and then press <KEY_ASSIGN_FIELD_SHOT_OR_GIMMICK> to fire whichever ammunition you have set.<CR><CR>Shooting can allow you to obtain ingredients from high places or activate switches. You must have ammo to shoot, which can be created via Simple Synthesis."
STR_TUTO_TEXT_015,"If you press <KEY_ASSIGN_FIELD_SHORTCUT_R> while your gun is out, you will lock on to the closest target."
STR_TUTO_TEXT_017,"<CLEG>Burst Ammo<CLNR> is a special kind of bullet that explodes on impact. These bullets can break certain walls and rocks, and can blow enemies away. Additionally, the wide-range explosion can be used to activate multiple switches at once."
STR_TUTO_TEXT_019,"By checking <CLEG>Shrines of Prayer<CLNR> you find while exploring, you can obtain <CLEG>Energy Prisms<CLNR>. These can be used to enhance your Energy Core and unlock skills on the Skill Tree."
STR_TUTO_TEXT_020,
STR_TUTO_TEXT_021,
STR_TUTO_TEXT_022,
STR_TUTO_TEXT_024,
STR_TUTO_TEXT_025,
STR_TUTO_TEXT_026,
STR_TUTO_TEXT_027,
STR_TUTO_TEXT_028,
STR_TUTO_TEXT_029,
STR_TUTO_TEXT_030,
STR_TUTO_TEXT_034,
STR_TUTO_TEXT_035,
STR_TUTO_TEXT_036,"Leaping down from high places will incur fall damage. This damage will be negated if you have enough energy, but the higher the fall, the more energy will be consumed. Landing in deep enough water will also prevent you from taking any damage."
STR_TUTO_TEXT_038,"When defeated, if your energy is at 50% or above, you can revive at the same spot. If you don't have enough energy, you will lose some of your items and return to base."
STR_TUTO_TEXT_039,"You can equip the items you have created by going to <CLEG>Battle Settings<CLNR> and <CLEG>Strategy<CLNR> on the main menu. Attack items are set under ""Items,"" equipment under ""Equipment,"" and restoratives and support items under ""Support Items."""
STR_TUTO_TEXT_040,Many things made via <CLEG>Simple Synthesis<CLNR> can be used to obtain ingredients or activate objects.<CR><CR>Crystals encountered while exploring can be gathered by shooting them. The ammunition needed to do so can be made via Simple Synthesis.
STR_TUTO_TEXT_041,
STR_TUTO_TEXT_042,
STR_TUTO_TEXT_045,You can place furniture at bases. Objects can be placed by entering the Building Area and holding down <KEY_ASSIGN_FIELD_SHORTCUT_L>.
STR_TUTO_TEXT_046,"On the Placement screen, there are 3 options for objects: ""New Layout"", ""Change Placement"" and ""Store"". Furniture can be crafted at the Workbench. As you explore and complete quests, you'll acquire blueprints that you can use to craft more objects."
STR_TUTO_TEXT_048,
STR_TUTO_TEXT_049,
STR_TUTO_TEXT_050,
STR_TUTO_TEXT_051,
STR_TUTO_TEXT_052,"If a Shrine of Prayer isn't activated, then it needs to be returned to normal. Take a look around the area and either manipulate, repair, or remove the source of the problem."
STR_TUTO_TEXT_053,
STR_TUTO_TEXT_054,
STR_TUTO_TEXT_057,"- Breakthrough<CR>You can consume energy to forcibly wrench things open or move things around. However, one downside to this is that the subsequent rewards will change."
STR_TUTO_TEXT_058,You can create furniture by using a <CLEG>Workbench<CLNR>. There are specific materials needed for different kinds of furniture.<CR><CR>Furniture blueprints can be obtained from treasure troves or as quest rewards.
STR_TUTO_TEXT_059,"<CLEG>New furniture recipes can be obtained from treasure troves or as quest rewards.<CLNR><CR>Keep exploring, and you'll be sure to find all kinds of recipes!"
STR_TUTO_TEXT_060,"Placing furniture will increase the Comfort Level. As the Comfort Level rises, you'll gain various bonuses."
STR_TUTO_TEXT_061,The bonuses from Comfort Levels vary from area to area. Be sure to try building in different areas.
STR_TUTO_TEXT_062,"<CLEG>Energy Generators<CLNR> are devices that can refill Yumia's <CLEG>Energy Core<CLNR>.<CR><CR>Energy Generators charge over time, and when interacted with their accumulated charge will refill that much energy."
STR_TUTO_TEXT_063,You can place Energy Generators in bases that you have built. Be sure to find base sites and expand your exploration range!
STR_TUTO_TEXT_064,"By jumping while facing a wall, you can perform an additional jump, allowing you to reach higher areas."
STR_TUTO_TEXT_065,
STR_TUTO_TEXT_066,"Some strong enemies can use powerful, wide-range attacks. The safe zones for strong attacks glow blue, so be sure to move accordingly when you see them."
STR_TUTO_TEXT_067,"<CLEG>Attacking from within a safe zone will reduce additional stun symbols, and stunning the enemy will stop them from acting for a set amount of time.<CLNR>Move quickly to the safe zone and attack!"
STR_TUTO_TEXT_068,"<CLEG>Trait Crystals<CLNR> are tools that can give items special abilities. There are various types, and higher rank crystals yield stronger effects. You can set up to three types of Trait Crystals on an item, but you cannot set more than one of the same Trait Crystal on an item."
STR_TUTO_TEXT_069,
STR_TUTO_TEXT_080,"By unlocking certain landmarks, you will be able to build a base within the designated area.<CR><CR>To start building, access the Building screen while in the area and select a base shape."
STR_TUTO_TEXT_081,"- Catalog<CR>By pressing <KEY_ASSIGN_HOUSING_DISPLAY_CATALOGUE> to open the Catalog, you can build using presets. Multiple presets can be used in the same area as long as the cost does not exceed the limit."
STR_TUTO_TEXT_082,"- Randomized Build<CR>Selecting this option will randomly generate a base for you. If you don't like what you see, you can use Reroll to refresh the layout as many times as necessary. When rerolling, you can specify the materials used for the walls and floors."
STR_TUTO_TEXT_083,Landmarks affect the size of the area available for building as well as bonuses related to Comfort Level. Build bases in many different locales to expand your options!
STR_TUTO_TEXT_085,"In the Building Area where the icon is displayed, you are able to freely place furniture and other accommodations using the Build function.<CR><CR>While inside the Building Area, hold <KEY_ASSIGN_FIELD_SHORTCUT_L> to start building from the radial menu."
STR_TUTO_TEXT_086,"Press <IM04> to display a list of objects that you can add to the toolbar and place. If you have the materials, you can also craft objects you don't own by holding down <KEY_ASSIGN_HOUSING_DECIDE>."
STR_TUTO_TEXT_087,Objects can be placed anywhere within the Building Area. You can also use Snapping to stick objects to each other. Press <KEY_ASSIGN_HOUSING_DYEING> to toggle Snapping.
STR_TUTO_TEXT_089,Objects can be crafted at a Workbench. You can make multiple objects at once by consuming the necessary materials. Blueprints are obtained through exploration and as quest rewards.
STR_TUTO_TEXT_091,
STR_TUTO_TEXT_093,"Bases have a <CLEG>Comfort Level<CLNR> rating. Objects placed within a base affect Comfort Level, raising or lowering it. Bonuses and settlements will become available once a certain level has been reached."
STR_TUTO_TEXT_094,"- Comfort Level Bonuses<CR>Resting in a bed in your base grants various temporary effects, such as increased EXP gain or HP regen."
STR_TUTO_TEXT_095,"- Base Settlements<CR>Other dwellings will appear around your base, which will house shops and quest-giving NPCs. Assault Quests will also begin to occur."
STR_TUTO_TEXT_097,Using Marvelous Paint allows you to dye objects. Marvelous Paint can be made via Simple Synthesis.
STR_TUTO_TEXT_098,"Objects that can be dyed are marked with an icon. Storing a dyed object will reset its color, but the Marvelous Paint used will not be returned."
STR_TUTO_TEXT_100,Selecting and placing a <CLEG>Greenhouse<CLNR> on the Base Construction screen will allow you to reproduce ingredients. Accessing the Greenhouse and registering an ingredient will start the reproduction process.
STR_TUTO_TEXT_101,The time required to duplicate an ingredient varies based on the kind of ingredient registered and its rank.
STR_TUTO_TEXT_102,"Inserting neutral particles will shorten duplication time. If the time required drops below 0, the item will be duplicated immediately."
STR_TUTO_TEXT_104,Selecting and placing a <CLEG>Storehouse<CLNR> on the Base Construction screen will allow you to expand the capacity of your container. Storage increases for each storehouse you have. Progressing through Pioneering Quests will allow for some items to be returned when all party members are knocked out.
STR_TUTO_TEXT_106,Selecting and placing a <CLEG>Production Base<CLNR> on the Base Construction screen will allow you to duplicate synthesized items using the Duplication Machine. Accessing the Duplication Machine and registering a synthesized item will start the duplication process.
STR_TUTO_TEXT_107,The time required to duplicate a synthesized item varies based on the kind of item registered and its rank.
STR_TUTO_TEXT_108,"Inserting neutral particles will shorten production time. If the time required drops below 0, the item will be produced immediately."
STR_TUTO_TEXT_110,"Selecting and placing a <CLEG>Mana Converter<CLNR> on the Base Construction screen will allow you to use the Mana Converter to create special items. By consuming energy, you can create Trait Crystals, particles, and Energy Prisms."
STR_TUTO_TEXT_111,- Trait Crystal Creation<CR>Consume energy to create a Trait Crystal. The Trait Crystals available to you will vary based on landmarks.
STR_TUTO_TEXT_112,- Particle Creation<CR>Consume energy to create particles. The elements available to you will vary by landmark.
STR_TUTO_TEXT_113,- Energy Prism Creation<CR>Consume energy and Energy Shards to create an Energy Prism.
STR_TUTO_TEXT_115,<CLEG>Slicing Ammo<CLNR> is a special type of ammunition akin to throwing knives that allows you to slice things from a distance. This allows you to hit slender objects easily as well as cut them. Slicing Ammo can be made or replenished using Simple Synthesis.
STR_TUTO_TEXT_116,Press <KEY_ASSIGN_FIELD_CROUCHING_OR_CANCEL> while out exploring to crouch. Crouching allows you to pass under low ceilings and makes it more difficult for enemies to notice you.
STR_TUTO_TEXT_117,The types of monsters and gatherable ingredients that appear may change depending on the time of day or the weather.
STR_TUTO_TEXT_118,Press <KEY_ASSIGN_FIELD_MAP> to open the area map. The area map allows you to see information about the area you are in. You can also place pins to help you remember locations of interest.
STR_TUTO_TEXT_119,You can use the area map to fast travel to specific areas. You have to unlock landmarks and/or fast travel points first before you can fast travel to them.
STR_TUTO_TEXT_120,<CLEG>Landmarks<CLNR> are special pedestals found in each area that become fast travel points once unlocked.<CR>Unlocking landmarks consumes energy.
STR_TUTO_TEXT_121,
STR_TUTO_TEXT_122,"While exploring, you may come across a swarm of monsters. Entering combat with a swarm will initiate a special battle in which you take on a large number of enemies."
STR_TUTO_TEXT_123,"Ruins are remains of the past civilization that are scattered across the land. By exploring them, you may obtain rare items or hidden treasure chests, as well as records pertaining to the past civilization."
STR_TUTO_TEXT_124,"You can <CLEG>fish<CLNR> at fishing spot locations. Button prompts will appear at random while you are fishing. Press them quickly to reel in various ingredients!<CR><CR>To fish, you must have a Lure, which can be crafted via Simple Synthesis."
STR_TUTO_TEXT_125,Fix the flow of power to mana circuits by reconnecting them. Select circuit parts with <KEY_ASSIGN_BASIC_CURSOR> and then use <KEY_ASSIGN_BASIC_DECIDE> to rotate them. Arrange the parts so that the start and end points connect to complete the repairs.
STR_TUTO_TEXT_126,"Open the mana-controlled lock. At the start of the unlocking process, selectable points will begin to glow. Select the points in the order in which they light up to open the lock. You can check the order again by pressing <CR><KEY_ASSIGN_BASIC_SUB_MENU_SQUARE>."
STR_TUTO_TEXT_127,"Unlock treasure chests to open them. Use <KEY_ASSIGN_BASIC_ONE_HANDED_ANALOGSTICK_L> and <KEY_ASSIGN_BASIC_ONE_HANDED_ANALOGSTICK_R> to rotate each key to the matching position. Once all the keys are in the correct position, the treasure chest will unlock!"
STR_TUTO_TEXT_129,"Energy is used for a variety of things during exploration, such as unlocking landmarks and accessing certain objects. How much energy is consumed depends on what it is being used for. You can replenish your energy by using an energy generator at your base."
STR_TUTO_TEXT_130,"Hit enemies and gimmicks with <CLEG>Scan Ammo<CLNR> to learn more information about them. For example, hitting an enemy with these bullets reveals the target's level and what ingredients it drops.<CR><CR>The Memory Vials found located in various locations can also be scanned by directly interacting with them."
STR_TUTO_TEXT_131,"When you discover a special Memory Vial, you can initiate a long-range scan within the ruins. These scans will allow you to uncover the location of hidden relic treasures. Any that you retrieve can be used to make furniture."
STR_TUTO_TEXT_132,Mana geysers are special spots that shoot out mana accumulated deep inside the earth. Interact with mana geysers to obtain particles that are used during Recipe Recall.
STR_TUTO_TEXT_133,The Alstahlia flower is a treasured plant that stores mana. Interacting with one will replenish a small amount of energy.
STR_TUTO_TEXT_134,"Use a <CLEG>Camping Set<CLNR> to set up camp in certain areas.<CR>Camping allows you to rest, cook, and chat with your party."
STR_TUTO_TEXT_135,- Rest<CR>Rest until a specific time of day.<CR>Resting will restore HP.<CR><CR>- Cook<CR>Use Cooking Ingredients to cook dishes.<CR>Different dishes will grant different effects.
STR_TUTO_TEXT_136,- Chat with your party<CR>Start a conversation with your teammates.
STR_TUTO_TEXT_138,"Select Procella from the radial menu in order to ride it. Doing so will gradually expend your energy, but your movement speed will be greatly increased. Additional actions such as boosting and wall jumps can be acquired by visiting Shrines of Prayer."
STR_TUTO_TEXT_139,You will occasionally find large plants or man-made structures while out exploring. It may be possible to cut off and gather parts of them.
STR_TUTO_TEXT_140,Using the Relic Finder will point you in the direction of nearby valuables.
STR_TUTO_TEXT_141,"Move obstacles that are in your way to clear a path. Press <KEY_ASSIGN_FIELD_ACCESS> to grab on, and <KEY_ASSIGN_FIELD_SHOT_OR_GIMMICK> to push them."
STR_TUTO_TEXT_142,"If you select photo mode from the radial menu, you will enter camera control mode. The camera can be moved however you like while in camera control mode. Come up with fun situations and snap a great photo!"
STR_TUTO_TEXT_143,Character control mode allows you to place and pose characters however you like. You can even change their outfits!
STR_TUTO_TEXT_144,Running into an enemy while out exploring will initiate combat. Your starting position will differ depending on the types of enemies present and the location.
STR_TUTO_TEXT_145,- Split encounters<CR>All enemies are in different areas. Your party members will be split between the areas and each take on a monster 1-on-1.
STR_TUTO_TEXT_146,"- Rumble encounters<CR>All enemies are in the same area. Your party will be able to hit multiple enemies using AoE attacks, but enemies will be much more vicious. Rumble encounters only take place against certain enemies or in certain locations."
STR_TUTO_TEXT_147,"<CLEG>Guard<CLNR> against enemy attacks by pressing <KEY_ASSIGN_BATTLE_GUARD_OR_HEAL>. If you time it just right, you can pull off a <CLEG>Precision Guard<CLNR> and further reduce the damage you take."
STR_TUTO_TEXT_148,"Using <KEY_ASSIGN_BATTLE_CHARA_MOVE> to move while guarding will allow you to <CLEG>evade<CLNR>. If you successfully evade an attack, your character will take no damage. Better yet, using skills or items right after evading will give you bonuses such as increased stun damage."
STR_TUTO_TEXT_149,Enemies can use AoE attacks during battle. Avoid these attacks completely by getting out of the area they're targeting before the enemies launch their attack.
STR_TUTO_TEXT_150,"The attack range and attack frequency of enemies increase in proportion to how many enemies occupy the same area. This can make their attacks even harder to avoid, so proceed with caution."
STR_TUTO_TEXT_151,"Press <KEY_ASSIGN_BATTLE_RANGE_SHIFT> during combat to make the character you're controlling initiate a <CLEG>range shift<CLNR>. This will change not only your character's position, but also the skills they can use and even the effects of items. Pay careful attention to which range characters and enemies are most effective at and use range shifting to gain the upper hand."
STR_TUTO_TEXT_152,"Attacking with skills that match the element of a target's stun symbol will reduce those symbols. Enemies become stunned once their symbols are reduced to 0. Stunning enemies reduces all of their stats and refreshes the cooldowns of the character that stunned them, giving you the perfect opportunity to do some real damage."
STR_TUTO_TEXT_153,"Press <KEY_ASSIGN_BATTLE_CHANGE_SLOT> during combat to initiate a slot change and swap between your skill slots and your item slots. Changing slots while using a skill or an item is also an option. Cooldowns are reduced regardless of which slots are actively selected, so make sure to alternate between using skills and items."
STR_TUTO_TEXT_154,"Using items grants you environmental mana. The amount you acquire depends on the item, but powerful items will grant you the most."
STR_TUTO_TEXT_155,
STR_TUTO_TEXT_156,"Press <KEY_ASSIGN_BATTLE_ADVENT> once environmental mana has reached 100% and your character will enter a state known as <CLEG>Mana Surge<CLNR>. While in the Mana Surge state, you will have access to Surge Skills, which are powerful skills that can turn the tide of battle. While Mana Surge is active, your environmental mana will constantly decrease."
STR_TUTO_TEXT_157,"The HP of your characters will slowly drain if environmental mana falls to 0%. If a character is KO'd during Mana Surge, they will become ""mana exhausted"" and can no longer be revived during the battle. Press <KEY_ASSIGN_BATTLE_ADVENT> again during Mana Surge to perform a <CLEG>Maximized Mana Surge<CLNR> and deactivate Mana Surge."
STR_TUTO_TEXT_158,Maximized Mana Surge is a special move with powerful effects that is unique for each character. Pay attention to the timing and perform a Maximized Mana Surge before you are KO'd.
STR_TUTO_TEXT_159,"Pressing <IM13> during combat will open the radial menu and allow you to select mana charge. While performing mana charge, the energy in your Energy Core will be converted into environmental mana."
STR_TUTO_TEXT_160,"Pressing <IM13> during combat will open the radial menu and allow you to select quick charge. While performing quick charge, the energy in your Energy Core will be spent to speed up your skill cooldowns."
STR_TUTO_TEXT_161,"Press <KEY_ASSIGN_BATTLE_OPEN_REPLACEMENT_LIST> during combat to switch to another party member. Select front row to switch who you are controlling, or select back row to swap out your character."
STR_TUTO_TEXT_162,Use <KEY_ASSIGN_BATTLE_IN_PAUSE_TACTICS> while on the pause screen to change tactics. Different tactics allow you to change the attack patterns of all your party members at once.
STR_TUTO_TEXT_163,Use a Smoke Bomb from your exploration bag to flee from battle. Smoke Bombs have a 100% success rate.
STR_TUTO_TEXT_164,"Use Impact Ammo from your exploration bag to blow your target into another area, temporarily dazing them in the process. If there's only one enemy left, Impact Ammo will only daze them."
STR_TUTO_TEXT_165,"Placing a <CLEG>Forge<CLNR> allows you to enhance your equipment. Enhancing requires spending <CLEG>parts<CLNR>, but can imbue your equipment with a variety of powerful effects. Enhancing equipment that has been previously enhanced will reset all of its effects."
STR_TUTO_TEXT_166,You can hold <KEY_ASSIGN_FIELD_SHORTCUT_L><KEY_ASSIGN_FIELD_SHORTCUT_R> while exploring to open the radial menu and start <CLEG>Simple Synthesis<CLNR>. Use materials to create exploration items that will help you in your travels.
STR_TUTO_TEXT_167,Select the recipe you want to synthesize and press <KEY_ASSIGN_BASIC_DECIDE> to create the exploration item. You must have the required materials and enough energy to create the item.
STR_TUTO_TEXT_168,Ingredients with the lowest value are automatically consumed first when synthesizing items.<CR><CR>- Priority<CR>Ingredient Categories > Item Rank > Item Level
STR_TUTO_TEXT_169,"Press <IM13> if you prefer to select the ingredients yourself. You can also press <IM17> to check your exploration bag, which holds the items that you've created through Simple Synthesis."
STR_TUTO_TEXT_170,Hold <KEY_ASSIGN_FIELD_SHORTCUT_L><KEY_ASSIGN_FIELD_SHORTCUT_R> while exploring to open the radial menu and from there open your <CLEG>exploration bag<CLNR>. You will need to equip exploration items to your exploration bag to use them while adventuring.
STR_TUTO_TEXT_171,You'll need to fit items into your exploration bag's grid first if you want to take them with you on your adventure. Any items that don't fit can't be taken with you.
STR_TUTO_TEXT_172,"Items made via Simple Synthesis will automatically be equipped inside your exploration bag if there is space. If your bag is full, they will be stored in your container or basket instead."
STR_TUTO_TEXT_173,"Go to the <CLEG>Recipe Recall Station<CLNR> in your base to learn new synthesis recipes. Learning new recipes costs <CLEG>particles<CLNR>, so make sure to keep an eye out for mana geysers while you're out exploring to collect more."
STR_TUTO_TEXT_174,Some recipes start locked. Complete the conditions listed to unlock new recipes!
