NAME_LABEL,MESSAGE
STR_TUTO_TITLE_097,戦闘：隊列・交代
STR_TUTO_TITLE_098,スキルツリー：スキルの習得
STR_TUTO_TITLE_099,スキルツリー：ロックの解禁
STR_TUTO_TITLE_100,調合：属性スロット
STR_TUTO_TITLE_101,調合：制限スロット
STR_TUTO_TITLE_102,調合：スキル
STR_TUTO_TITLE_103,調合：アトラスコアの強化
STR_TUTO_TITLE_104,調合：材料の持つ力
STR_TUTO_TITLE_105,
STR_TUTO_TITLE_106,調合：アトラスコア
STR_TUTO_TITLE_107,調合：スロット
STR_TUTO_TITLE_108,調合：浮遊マナ
STR_TUTO_TITLE_109,調合：共鳴
STR_TUTO_TITLE_110,開拓任務
STR_TUTO_TITLE_111,戦闘：ギアセット
STR_TUTO_TITLE_112,特性合成
STR_TUTO_TITLE_113,調合
STR_TUTO_TITLE_114,戦闘：強敵との戦闘
STR_TUTO_TITLE_115,戦闘：バトルレート
STR_TUTO_TITLE_116,戦闘：ジャストカウンター
STR_TUTO_TITLE_117,戦闘：フレンドアクション
STR_TUTO_TITLE_118,特性合成：リストから合成
STR_TUTO_TITLE_119,レシピ想起：残響片変換
STR_TUTO_TITLE_120,略式調合：資材
STR_TUTO_TITLE_121,探索：調査小隊
STR_TUTO_TITLE_122,探索：間欠晶スキャン
STR_TUTO_TITLE_123,探索：封跡
STR_TUTO_TITLE_124,探索：アルスタリアの蜜
STR_TUTO_TITLE_125,ハウジング：資材箱
STR_TUTO_TITLE_126,ハウジング：分解機
STR_TUTO_TITLE_127,調合：特性のアトラスコア
STR_TUTO_TITLE_128,調合：品質のアトラスコア
STR_TUTO_TITLE_129,調合：属性ロックスロット
STR_TUTO_TITLE_130,調合：膨張スロット
STR_TUTO_TITLE_131,調合：共振スロット
STR_TUTO_TITLE_132,調合：幻影スロット
STR_TUTO_TITLE_133,調合：不滅マナ
STR_TUTO_TITLE_134,調合：濃縮マナ
STR_TUTO_TITLE_135,ショップ：物々交換
STR_TUTO_TITLE_136,探索：採取
STR_TUTO_TITLE_137,探索：巨大生物
STR_TUTO_TITLE_138,クエスト
STR_TUTO_TITLE_139,探索：封印機構
STR_TUTO_TITLE_140,探索：小さな祠
STR_TUTO_TITLE_141,戦闘：マナフロー
STR_TUTO_TITLE_142,戦闘：パイル
STR_TUTO_TITLE_143,戦闘：裂傷
STR_TUTO_TITLE_144,戦闘：飛剣
STR_TUTO_TITLE_145,探索：しるべの古塔
STR_TUTO_TITLE_146,探索：エナジー
STR_TUTO_TITLE_147,探索：コンテナ
STR_TUTO_TEXT_000,フィールド上の壊れた宝箱やギミックは修理できます。<CR>修理するには、対応する<CLEG>「リペアツール」<CLNR>が必要です
STR_TUTO_TEXT_001,■リペアツールを使う<CR>略式調合で作る「リペアツール」を使って修理します。<CR>対応する種類の「リペアツール」が必要です
STR_TUTO_TEXT_002,冒険の目的地は「クエスト」に登録されます。<CR>複数の「クエスト」が発生している場合は、任意の１つを選んで追跡登録できます
STR_TUTO_TEXT_003,<KEY_ASSIGN_FIELD_DISP_TRACKING_ROUTE>を押すと目的地へのガイドが表示されます。<CR>目的地が２つ以上あるときは、一番近い目的地への<CR>ガイドが表示されます
STR_TUTO_TEXT_004,探索中や、集落に立ち寄った際、<CR>突発的な依頼が発生することがあります。<CR>これを<CLEG>「ランダムクエスト」<CLNR>と言います
STR_TUTO_TEXT_005,「ランダムクエスト」はクリアしなくてもゲームの進行に影響はありませんが、クリアすることで様々な報酬を獲得できます
STR_TUTO_TEXT_007,複数の「クエスト」が発生している場合、<CR>「メインメニュー」の「クエスト」から、<CR>追跡する対象を変更することができます。<CR>追跡中は、フィールド画面とミニマップに<CR>マーカー<FIELDICONA2>が表示されます
STR_TUTO_TEXT_010,
STR_TUTO_TEXT_011,
STR_TUTO_TEXT_012,
STR_TUTO_TEXT_013,戦闘中、<KEY_ASSIGN_BATTLE_GUARD_OR_HEAL>を押すと「サポートスロット」が表示されます。<CR>装備した回復・補助アイテムを選んで使用できます。<CR><CR>装備するアイテムは、「メインメニュー」の<CR>「戦術設定」で変更できます
STR_TUTO_TEXT_014,フィールド上では、<CLEG>「射撃」<CLNR>が使えます。<CR><KEY_ASSIGN_FIELD_SET_UP_GUN>で銃を構え、<KEY_ASSIGN_FIELD_SHOT_OR_GIMMICK>で設定している弾薬を撃ち出します。<CR><CR>「射撃」を使えば、高い場所の素材を手に入れたり、スイッチを起動することができます。<CR>「射撃」を行うには略式調合で作成できる「弾薬」が必要です
STR_TUTO_TEXT_015,銃を構えながら<KEY_ASSIGN_FIELD_SHORTCUT_R>を押すと、<CR>一番近い射撃目標をロックオンします
STR_TUTO_TEXT_017,<CLEG>「炸裂弾」<CLNR>は着弾点で爆発を発生させる、特殊な弾薬です。<CR>一部の壁や岩を破壊できる他、敵に当てることでその場から移動させられます。<CR>また、広範囲に衝撃を起こすため、複数のスイッチを同時に起動することができます
STR_TUTO_TEXT_019,フィールド上の<CLEG>「祈念の社」<CLNR>を調べると、<CR>エナジーコアの強化やスキルツリーのロック解除などに使用できる<CLEG>「エンハンスプリズム」<CLNR>を入手できます
STR_TUTO_TEXT_020,
STR_TUTO_TEXT_021,
STR_TUTO_TEXT_022,
STR_TUTO_TEXT_024,×
STR_TUTO_TEXT_025,×
STR_TUTO_TEXT_026,×
STR_TUTO_TEXT_027,×
STR_TUTO_TEXT_028,×
STR_TUTO_TEXT_029,×
STR_TUTO_TEXT_030,×
STR_TUTO_TEXT_034,×
STR_TUTO_TEXT_035,
STR_TUTO_TEXT_036,高い場所から飛び降りると落下ダメージが発生します。<CR>「エナジー」が一定量あれば無効化できますが、高さに応じたエナジーを消費します。<CR>水深のある水辺に落下した場合、ダメージは生じません
STR_TUTO_TEXT_038,全滅した時、「エナジー」が５０％以上あれば、その場で復活できます。<CR>「エナジー」が足りない場合、カゴの中の一部を失い拠点に戻されます
STR_TUTO_TEXT_039,作成したアイテムは、「メインメニュー」の<CLEG>「戦闘設定」<CLNR>や<CLEG>「戦術設定」<CLNR>から装備ができます。<CR>攻撃アイテムは「アイテム」、装備アイテムは「装備」、回復・補助アイテムは「回復・補助」から設定できます
STR_TUTO_TEXT_040,<CLEG>「略式調合」<CLNR>で作成したアイテムを使用することで、<CR>素材を入手したり、起動させたりできる物が<CR>数多く存在します。<CR><CR>フィールド中に存在する「結晶」は、<CR>射撃で採取ができます。<CR>「略式調合」で弾薬を作成しておきましょう
STR_TUTO_TEXT_041,
STR_TUTO_TEXT_042,
STR_TUTO_TEXT_045,拠点では、家具の「配置」が行えます。<CR>配置は、ハウジングエリアに入っている状態で、<IM19>を長押しすることで行なえます
STR_TUTO_TEXT_046,配置画面では、インテリアの<CR>「新規配置」「配置場所変更」「収納」の３つが行えます。<CR><CR>配置する家具は、作業台で作成できます。<CR>探索中やクエストの報酬で設計図を手に入れることで、作れるものが増えていきます。
STR_TUTO_TEXT_048,×
STR_TUTO_TEXT_049,×
STR_TUTO_TEXT_050,×
STR_TUTO_TEXT_051,×
STR_TUTO_TEXT_052,「祈念の社」が起動していない場合、<CR>正常な状態へ戻す必要があります。<CR>周囲を調査し、原因となっている要素に対して、<CR>操作、修理、排除などを行うことで起動できます
STR_TUTO_TEXT_053,
STR_TUTO_TEXT_054,
STR_TUTO_TEXT_057,■突破する<CR>エナジーを消費して、無理矢理こじ開けたり、動かしたりします。<CR>デメリットとして報酬内容が変化することがあります
STR_TUTO_TEXT_058,<CLEG>「作業台」<CLNR>で、家具を作成できます。<CR>家具を作成するには、指定された資材が必要です。<CR><CR><CLEG>新しい家具の設計図は宝物庫やクエストの報酬として、獲得できます<CLNR>
STR_TUTO_TEXT_059,<CLEG>新しい家具の設計図は宝物庫やクエストの報酬として、獲得できます。<CLNR><CR>探索を進めて、様々なレシピを発見しましょう
STR_TUTO_TEXT_060,家具の配置を行うと、「快適度」が上昇します。<CR>「快適度」が上昇すると、様々な恩恵を獲得できます
STR_TUTO_TEXT_061,エリアごとに「快適度」のボーナス内容は異なります。<CR>様々なエリアでハウジングを行いましょう
STR_TUTO_TEXT_062,<CLEG>「エナジー生成器」<CLNR>は、ユミアの持つ<CLEG>「エナジーコア」<CLNR>の<CR>残量を回復させる設備です。<CR><CR>時間経過で自動的にチャージされ、アクセスしたときに<CR>チャージされていた分のエナジーを回復できます
STR_TUTO_TEXT_063,自分の拠点を作成すると、「エナジー生成器」を配置できます。<CR>拠点となる場所を探して、探索範囲を広げましょう
STR_TUTO_TEXT_064,壁に向かってジャンプを行い、さらにもう一度ジャンプすることでより高い所に登れます
STR_TUTO_TEXT_065,
STR_TUTO_TEXT_066,一部の強敵は、「強攻撃」という広大な範囲を持つ攻撃を使用します。<CR>「強攻撃」の安全地帯は青く光るので、それを目印に移動しましょう
STR_TUTO_TEXT_067,<CLEG>安全地帯内から攻撃すると、ブレイクシンボルの減少量が増加し、敵をブレイクさせると行動を一定時間止めることができます。<CLNR><CR>素早く安全地帯に移動し、攻撃を行いましょう
STR_TUTO_TEXT_068,<CLEG>特性結晶<CLNR>は、アイテムに特殊な能力を付与する事ができる道具です。<CR><CR>多くの種類があり、強い効果ほど<CR>高ランクの結晶になります。<CR>１つのアイテムに最大３種の特性結晶をセットすることができますが、同じ特性結晶を複数セットすることはできません
STR_TUTO_TEXT_069,×
STR_TUTO_TEXT_080,一部のランドマークを解禁すると、特定のエリア内で<CR>「拠点の建築」ができるようになります。<CR><CR>エリア内でハウジング画面を開いて<CR>拠点の形状を選ぶと、建築を始められます
STR_TUTO_TEXT_081,■カタログ<CR><KEY_ASSIGN_HOUSING_DISPLAY_CATALOGUE>でカタログを開くと、予め作成されたプリセット<CR>から建築が行えます。<CR>コストが上限を超えなければ、１つのエリアに複数の<CR>プリセットを建築できます
STR_TUTO_TEXT_082,■ランダム建築<CR>ランダム建築を選択した場合、ランダムな形状の拠点が生成されます。<CR>形状が好みでない場合は、「リロール」を選択すると、何度でも再生成が行えます。<CR>再生成の際、壁や床などの材質を指定できます
STR_TUTO_TEXT_083,ランドマークに応じて、ハウジングエリアの広さや快適度上昇で得られるボーナスが変化します。<CR>様々な場所に拠点を建築して、行動範囲を広げましょう
STR_TUTO_TEXT_085,アイコンが表示されている「ハウジングエリア」で、<CR>家具や施設を自由に配置する「ハウジング」が<CR>行えます。<CR><CR>ハウジングエリア内で、<<KEY_ASSIGN_FIELD_SHORTCUT_L>を長押しして<CR>リングメニューからハウジングを始められます
STR_TUTO_TEXT_086,<IM04>でインテリア一覧を表示し、ツールバーに登録すると配置が行えます。<CR>資材があれば、<KEY_ASSIGN_HOUSING_DISPLAY_LIST>長押しで所持していないインテリアの<CR>作成も行えます
STR_TUTO_TEXT_087,配置物は、ハウジングエリア内であれば好きな場所に<CR>配置できます。<CR>また、「スナップ」を用いると、インテリア同士を接着した状態で配置できます。<CR>スナップ状態は、<KEY_ASSIGN_HOUSING_DYEING>を押すと切り替えられます
STR_TUTO_TEXT_089,作業台にアクセスすると、<CR>インテリアの作成が行えます。<CR>必要な分だけ資材を消費すると、一度に複数個の配置物を作成できます。<CR>インテリアの設計図は、探索やクエストの報酬によって<CR>入手できます
STR_TUTO_TEXT_091,×
STR_TUTO_TEXT_093,拠点には<CLEG>「快適度」<CLNR>というパラメータが存在します。<CR>快適度は置いてあるインテリアによって増減し、一定以上の値になると、快適度ボーナスや拠点の集落化といった恩恵を得られます
STR_TUTO_TEXT_094,■快適度ボーナス<CR>拠点のベッドで休憩すると、効果が発生します。<CR>獲得経験値の増加、ＨＰの自動回復など内容は様々で、<CR>一定時間持続します
STR_TUTO_TEXT_095,■拠点の集落化<CR>ハウジングエリア付近に住居が建築され、ショップや<CR>クエストを持つＮＰＣが配置されます。<CR>また、襲撃クエストが発生するようになります
STR_TUTO_TEXT_097,「不思議な絵具」を消費して、インテリアの染色が行えます。<CR>不思議な絵具は、略式調合で作成できます
STR_TUTO_TEXT_098,染色可能なインテリアにはアイコンが表示されます。<CR>染色したインテリアを収納すると色がリセットされますが、使用した不思議な絵具は戻りません
STR_TUTO_TEXT_100,拠点建築画面で<CLEG>温室<CLNR>を選択すると、素材の複製が行える<CR>「温室」が配置できます。<CR>配置した温室にアクセスし、素材の登録を行うと、複製が開始されます
STR_TUTO_TEXT_101,登録された素材の種類やランクによって、複製にかかる時間は変化します
STR_TUTO_TEXT_102,無の残響片を投入すると、<CR>複製にかかる時間を短縮できます。<CR>所要時間がマイナスになった場合は、<CR>その分だけ即座に複製されます
STR_TUTO_TEXT_104,拠点建築画面で<CLEG>倉庫<CLNR>を選択すると、コンテナの容量を増加する「倉庫」が配置できます。<CR>倉庫の数を増やすと、その分だけコンテナの容量が増加します。<CR>開拓任務を進行すると、全滅時に一部のアイテムが返却されるようになります
STR_TUTO_TEXT_106,拠点建築画面で<CLEG>生産拠点<CLNR>を選択すると、調合品の複製が行える「複製機」が配置できます。<CR>配置した複製機にアクセスし、調合品の登録を行うと、複製が開始されます
STR_TUTO_TEXT_107,登録された調合品の種類やランクによって、複製にかかる時間は変化します
STR_TUTO_TEXT_108,無の残響片を投入すると、<CR>複製にかかる時間を短縮できます。<CR>所要時間がマイナスになった場合は、<CR>その分だけ即座に複製されます
STR_TUTO_TEXT_110,拠点建築画面で<CLEG>マナ変換機<CLNR>を選択すると、特殊なアイテムを作成できる「マナ変換機」が配置できます。<CR>配置したマナ変換機にアクセスすると、<CR>エナジーを消費して、「特性結晶の生成」・<CR>「残響片の生成」・「エンハンスプリズムの生成」<CR>が行えます
STR_TUTO_TEXT_111,■特性結晶の生成<CR>エナジーを消費して、特性結晶を生成します。<CR>入手可能な特性結晶はランドマークによって異なります
STR_TUTO_TEXT_112,■残響片の生成<CR>エナジーを消費して、残響片を生成します。<CR>入手可能な属性はランドマークによって異なります
STR_TUTO_TEXT_113,■エンハンスプリズムの生成<CR>エナジーとエンハンスピースを消費して、エンハンスプリズムを生成します
STR_TUTO_TEXT_115,<CLEG>「切弾」<CLNR>は鋭い刃を飛ばしたような斬撃を行える特殊な弾薬です。<CR>細いものに当てやすくなる他、それらを切断できます。<CR>「切弾」は「略式調合」で作成・補充できます
STR_TUTO_TEXT_116,フィールドで<KEY_ASSIGN_FIELD_CROUCHING_OR_CANCEL>を押すことでしゃがみます。<CR>天井の低い場所を通ることができたり、敵に気付かれにくくなったりします
STR_TUTO_TEXT_117,時間や天候の変化によって出現する魔物・採取物が変化することがあります
STR_TUTO_TEXT_118,<KEY_ASSIGN_FIELD_MAP>で「エリアマップ」を開くと、今いる場所やロケーションの情報を確認できます。<CR>また任意の場所に「ピン」を挿し、メモができます
STR_TUTO_TEXT_119,エリアマップからは特定の地点へ即時移動する<CR>「ファストトラベル」を行えます。<CR>「ファストトラベル」を行うためには、その地点の<CR>ランドマーク、ファストトラベルポイントを<CR>解禁しておく必要があります
STR_TUTO_TEXT_120,<CLEG>「ランドマーク」<CLNR>は各地に点在する特殊な台座で、解禁することでその場所へのファストトラベルが可能になります。<CR>「ランドマーク」の解禁には「エナジー」を消費します
STR_TUTO_TEXT_121,
STR_TUTO_TEXT_122,探索中、魔物が群れで行動していることがあります。<CR>群れと戦闘に入ると、多くの敵を相手にする特殊な戦闘が発生します
STR_TUTO_TEXT_123,遺構は、各地で見つかる旧文明時代の建物です。<CR>遺構の中では、貴重なアイテムや宝箱が隠されている他、旧文明の記録が見つかることがあります
STR_TUTO_TEXT_124,ロケーション「釣り場」では<CLEG>「釣り」<CLNR>ができます。<CR>ランダムに表示されるボタンを素早く押すことでさまざまな素材を獲得できます。<CR><CR>「釣り」を行うには略式調合で作成できる「ルアー」が必要です
STR_TUTO_TEXT_125,マナの回路を繋げ、動力の流れを修理します。<CR><KEY_ASSIGN_BASIC_CURSOR>で回路パーツを選択後<KEY_ASSIGN_BASIC_DECIDE>で回転させ、始点と終点が繋がるように整えることで修理できます
STR_TUTO_TEXT_126,マナで制御された鍵を解錠します。<CR>解錠を始めると、選択できるポイントが光ります。<CR>光った順番にポイントを選択すると解錠できます。<CR><KEY_ASSIGN_BASIC_SUB_MENU_SQUARE>で順番を再確認できます
STR_TUTO_TEXT_127,宝箱にかけられた鍵を解除します。<CR><KEY_ASSIGN_BASIC_ONE_HANDED_ANALOGSTICK_L><KEY_ASSIGN_BASIC_ONE_HANDED_ANALOGSTICK_R>でそれぞれ鍵を回転させ、位置が合うように調整します。<CR>すべての鍵位置が正しく合うと、解錠できます
STR_TUTO_TEXT_129,探索では、ランドマークの解禁や特定オブジェクトへの<CR>アクセスなど、様々な場面で「エナジー」を使用します。<CR>「エナジー」の消費量は使用用途によって異なり、<CR>拠点の「エナジー生成器」にアクセスすることで補充できます
STR_TUTO_TEXT_130,敵やギミックに対して<CLEG>「スキャン弾」<CLNR>を当てると、対象物の情報を見ることができます。<CR>例えば、敵に当てることでレベルや落とす素材の情報を見ることができます。<CR><CR>各所に配置されている伝想器は、直接アクセスすることでもスキャンできます
STR_TUTO_TEXT_131,特殊な伝想器を見つけると、遺構の「広域スキャン」ができます。<CR>「広域スキャン」をすると、遺宝の位置が判明し、採取できるようになります。<CR>手に入れた遺宝は家具の材料になります
STR_TUTO_TEXT_132,「マナ間欠泉」は、大地に蓄積されたマナが噴き出している特別なポイントです。<CR>「マナ間欠泉」を調べることで、レシピ想起で使用する<CR>「残響片」を入手できます
STR_TUTO_TEXT_133,「アルスタリアの花」は、マナを蓄えている<CR>貴重な植物です。<CR>「アルスタリアの花」を調べることで、エナジーを少量補充できます
STR_TUTO_TEXT_134,<CLEG>「キャンプセット」<CLNR>を使用すると、任意の場所でキャンプを行えます。<CR>キャンプでは休憩・料理・仲間との会話を行えます
STR_TUTO_TEXT_135,■休憩<CR>任意の時間帯まで休憩します。<CR>休憩するとＨＰが回復します<CR><CR>■料理<CR>いずれかの食材セットを使って、料理をします。<CR>料理する品によって、得られる効果が異なります
STR_TUTO_TEXT_136,■仲間との会話<CR>仲間に話しかけて会話を行います
STR_TUTO_TEXT_138,リングメニューから「プロセラ」を選ぶと、<CR>乗り物に乗ることができます。<CR>使用中は常時エナジーを消費し、<CR>移動速度を大幅に上昇させます。<CR>祈念の社で、ブーストや<CR>壁ジャンプなど、アクションの拡張ができます
STR_TUTO_TEXT_139,フィールドにある大きな植物や人工物の一部を切り取って採取できる場所があります
STR_TUTO_TEXT_140,レリックサーチャーを使用すると、付近にある貴重なものの方向を指し示してくれます
STR_TUTO_TEXT_141,道を塞ぐ障害物を動かし、通れるようにします。<CR><KEY_ASSIGN_FIELD_ACCESS>で手を添え、<KEY_ASSIGN_FIELD_SHOT_OR_GIMMICK>で持ち上げます
STR_TUTO_TEXT_142,リングメニューから、フォトモードのカメラ操作モードに入ります。<CR>カメラ操作モードでは、カメラの位置を自由に動かし、好きなシチュエーションを作成できます
STR_TUTO_TEXT_143,キャラ操作モードでは、キャラクターを自由に配置し、ポーズや衣装を変更できます
STR_TUTO_TEXT_144,フィールドで敵シンボルと接触すると、戦闘に入ります。<CR>この時、敵の種類やロケーションによって、初期配置が<CR>変化します
STR_TUTO_TEXT_145,■スプリットエンカウント<CR>すべての敵が異なるエリアにいる状態です。<CR>パーティメンバーも各エリアに分かれ、すべてのエリアで<CR>１対１の状況が発生します<CR>
STR_TUTO_TEXT_146,■ランブルエンカウント<CR>すべての敵が同じエリアにいる状態です。<CR>範囲攻撃で一度にダメージを与えられる代わりに、<CR>敵の攻撃が激しくなります。<CR>ランブルエンカウントは、特定の敵やロケーションでの戦闘で発生します
STR_TUTO_TEXT_147,敵の攻撃は、<KEY_ASSIGN_BATTLE_GUARD_OR_HEAL>で<CLEG>ガード<CLNR>が行えます。<CR>タイミングよくボタンを押すと、<CLEG>ジャストガード<CLNR>となり、<CR>さらに多くのダメージが軽減できます
STR_TUTO_TEXT_148,ガード中、<KEY_ASSIGN_BATTLE_CHARA_MOVE>で移動すると<CLEG>回避<CLNR>を行います。<CR>攻撃の回避に成功すると、ダメージを受けません。<CR>また、回避直後にスキルやアイテムを使用すると、<CR>ブレイクダメージが増加する等のボーナスを得られます
STR_TUTO_TEXT_149,戦闘中、敵が範囲攻撃を使用します。<CR>範囲攻撃は発生するまでにエリアから出ることで、<CR>攻撃を回避できます
STR_TUTO_TEXT_150,エリアに敵が複数体いる場合、その分攻撃範囲や攻撃回数が増加します。<CR>避けづらくなるため注意して戦いましょう
STR_TUTO_TEXT_151,戦闘中に<KEY_ASSIGN_BATTLE_RANGE_SHIFT>で、操作キャラクターのレンジを<CR>切り替える<CLEG>レンジシフト<CLNR>を行います。<CR>レンジシフトを行うと、使用できるスキルが切り替わり、<CR>アイテムの効果も変化します。<CR>操作キャラクターや敵の得意なレンジに合わせて、<CR>適切にレンジシフトを行いましょう
STR_TUTO_TEXT_152,ブレイクシンボルと同じ属性を持つスキルで攻撃すると、<CR>シンボルが減少します。<CR>ブレイクシンボルが０になると、ブレイク状態となり、<CR>全能力が低下します。<CR>敵をブレイクしたキャラクターのクールタイムが解消されるため、一気に畳み掛けましょう
STR_TUTO_TEXT_153,戦闘中に<KEY_ASSIGN_BATTLE_CHANGE_SLOT>を押すと、スキルスロットとアイテムスロットを切り替えるスロットチェンジを行います。<CR>スロットチェンジは、スキルやアイテム使用中も行えます。<CR><CR>選択中のスロットに関わらず、クールタイムは解消されるため、スキルとアイテムを交互に使用しましょう
STR_TUTO_TEXT_154,アイテムを使用すると、環境マナを獲得します。<CR>アイテムによって貯まる量は異なり、強力なアイテムを<CR>使うと多くの環境マナを獲得できます
STR_TUTO_TEXT_155,
STR_TUTO_TEXT_156,環境マナが１００％の状態で、<KEY_ASSIGN_BATTLE_ADVENT>を押すと、<CR><CLEG>アドベント<CLNR>という特殊な強化状態に入ります。<CR>アドベント中は専用のアドベントスキルが使用可能で、<CR>敵を一気に畳み掛けられますが、使用中は環境マナが<CR>徐々に減少します
STR_TUTO_TEXT_157,環境マナが０％になった場合、キャラクターのＨＰが<CR>徐々に減少します。<CR>アドベント中に戦闘不能になると、戦闘不能回復が無効になる「マナ枯渇」状態となります。<CR>アドベント状態は、再度<KEY_ASSIGN_BATTLE_ADVENT>を押して、<CR><CLEG>マキシマイズアドベント<CLNR>を発動すると解除できます
